backend,latency_nanos,cumulative_fraction
z3,139685,0.0017825311942959
z3,153944,0.0035650623885918
z3,155368,0.0053475935828877
z3,165318,0.0071301247771836
z3,170407,0.008912655971479501
z3,170488,0.0106951871657754
z3,171335,0.012477718360071301
z3,173463,0.0142602495543672
z3,176903,0.016042780748663103
z3,177055,0.017825311942959002
z3,177800,0.0196078431372549
z3,180754,0.0213903743315508
z3,182051,0.023172905525846704
z3,183360,0.024955436720142603
z3,184082,0.026737967914438502
z3,186477,0.0285204991087344
z3,188326,0.030303030303030304
z3,188599,0.03208556149732621
z3,188965,0.0338680926916221
z3,189070,0.035650623885918005
z3,190969,0.0374331550802139
z3,191529,0.0392156862745098
z3,192063,0.040998217468805706
z3,192519,0.0427807486631016
z3,193128,0.044563279857397504
z3,193309,0.04634581105169341
z3,193714,0.0481283422459893
z3,194495,0.049910873440285206
z3,195393,0.05169340463458111
z3,196506,0.053475935828877004
z3,200053,0.05525846702317291
z3,201344,0.0570409982174688
z3,202534,0.058823529411764705
z3,202890,0.06060606060606061
z3,203219,0.062388591800356503
z3,204142,0.06417112299465241
z3,204498,0.0659536541889483
z3,205202,0.0677361853832442
z3,207505,0.06951871657754011
z3,207790,0.07130124777183601
z3,208028,0.07308377896613191
z3,208547,0.0748663101604278
z3,208822,0.0766488413547237
z3,209036,0.0784313725490196
z3,210161,0.08021390374331551
z3,210355,0.08199643493761141
z3,211249,0.08377896613190731
z3,212177,0.0855614973262032
z3,215134,0.0873440285204991
z3,215191,0.08912655971479501
z3,216380,0.09090909090909091
z3,217276,0.09269162210338681
z3,219943,0.0944741532976827
z3,221110,0.0962566844919786
z3,221356,0.09803921568627451
z3,222148,0.09982174688057041
z3,224262,0.10160427807486631
z3,228737,0.10338680926916222
z3,228755,0.1051693404634581
z3,230035,0.10695187165775401
z3,230099,0.10873440285204991
z3,231814,0.11051693404634581
z3,235666,0.11229946524064172
z3,235919,0.1140819964349376
z3,238835,0.11586452762923351
z3,238970,0.11764705882352941
z3,240189,0.11942959001782531
z3,240993,0.12121212121212122
z3,241465,0.12299465240641712
z3,243193,0.12477718360071301
z3,243527,0.1265597147950089
z3,244518,0.12834224598930483
z3,244651,0.13012477718360071
z3,246055,0.1319073083778966
z3,247238,0.13368983957219252
z3,249239,0.1354723707664884
z3,252307,0.13725490196078433
z3,253696,0.13903743315508021
z3,257729,0.1408199643493761
z3,258868,0.14260249554367202
z3,259425,0.1443850267379679
z3,259636,0.14616755793226383
z3,260571,0.14795008912655971
z3,260752,0.1497326203208556
z3,261170,0.15151515151515152
z3,261322,0.1532976827094474
z3,262376,0.15508021390374332
z3,263181,0.1568627450980392
z3,263893,0.1586452762923351
z3,264439,0.16042780748663102
z3,264716,0.1622103386809269
z3,265801,0.16399286987522282
z3,267653,0.1657754010695187
z3,268096,0.16755793226381463
z3,271750,0.16934046345811052
z3,273727,0.1711229946524064
z3,273821,0.17290552584670232
z3,274121,0.1746880570409982
z3,274463,0.17647058823529413
z3,274629,0.17825311942959002
z3,277265,0.1800356506238859
z3,277376,0.18181818181818182
z3,277755,0.1836007130124777
z3,279236,0.18538324420677363
z3,279814,0.18716577540106952
z3,280044,0.1889483065953654
z3,280636,0.19073083778966132
z3,281472,0.1925133689839572
z3,281600,0.19429590017825313
z3,282730,0.19607843137254902
z3,282743,0.19786096256684493
z3,283421,0.19964349376114082
z3,283623,0.2014260249554367
z3,284302,0.20320855614973263
z3,284448,0.20499108734402852
z3,285823,0.20677361853832443
z3,286173,0.20855614973262032
z3,286558,0.2103386809269162
z3,286583,0.21212121212121213
z3,286948,0.21390374331550802
z3,286986,0.21568627450980393
z3,287344,0.21746880570409982
z3,287588,0.2192513368983957
z3,287825,0.22103386809269163
z3,288200,0.22281639928698752
z3,288326,0.22459893048128343
z3,288627,0.22638146167557932
z3,288864,0.2281639928698752
z3,290258,0.22994652406417113
z3,291884,0.23172905525846701
z3,292107,0.23351158645276293
z3,292138,0.23529411764705882
z3,292872,0.23707664884135474
z3,293077,0.23885918003565063
z3,294158,0.24064171122994651
z3,295993,0.24242424242424243
z3,296585,0.24420677361853832
z3,296691,0.24598930481283424
z3,297733,0.24777183600713013
z3,299043,0.24955436720142601
z3,300580,0.25133689839572193
z3,300660,0.2531194295900178
z3,301228,0.2549019607843137
z3,302911,0.25668449197860965
z3,303551,0.25846702317290554
z3,305188,0.26024955436720143
z3,305284,0.2620320855614973
z3,305318,0.2638146167557932
z3,306783,0.26559714795008915
z3,307281,0.26737967914438504
z3,311195,0.26916221033868093
z3,311518,0.2709447415329768
z3,311537,0.2727272727272727
z3,314261,0.27450980392156865
z3,315906,0.27629233511586454
z3,318753,0.27807486631016043
z3,319546,0.2798573975044563
z3,320701,0.2816399286987522
z3,320932,0.28342245989304815
z3,324158,0.28520499108734404
z3,324233,0.28698752228163993
z3,324487,0.2887700534759358
z3,326203,0.2905525846702317
z3,327536,0.29233511586452765
z3,330385,0.29411764705882354
z3,330483,0.29590017825311943
z3,335680,0.2976827094474153
z3,336017,0.2994652406417112
z3,339032,0.30124777183600715
z3,341298,0.30303030303030304
z3,343286,0.3048128342245989
z3,350301,0.3065953654188948
z3,351200,0.3083778966131907
z3,352927,0.31016042780748665
z3,354513,0.31194295900178254
z3,356997,0.3137254901960784
z3,362102,0.3155080213903743
z3,362252,0.3172905525846702
z3,362844,0.31907308377896615
z3,363198,0.32085561497326204
z3,363715,0.3226381461675579
z3,363828,0.3244206773618538
z3,364082,0.32620320855614976
z3,364444,0.32798573975044565
z3,368488,0.32976827094474154
z3,372272,0.3315508021390374
z3,373158,0.3333333333333333
z3,376256,0.33511586452762926
z3,379831,0.33689839572192515
z3,380332,0.33868092691622104
z3,380641,0.3404634581105169
z3,383932,0.3422459893048128
z3,386351,0.34402852049910876
z3,387530,0.34581105169340465
z3,387912,0.34759358288770054
z3,389614,0.3493761140819964
z3,390550,0.3511586452762923
z3,390931,0.35294117647058826
z3,391439,0.35472370766488415
z3,392822,0.35650623885918004
z3,394792,0.3582887700534759
z3,395255,0.3600713012477718
z3,396085,0.36185383244206776
z3,397777,0.36363636363636365
z3,399587,0.36541889483065954
z3,400719,0.3672014260249554
z3,401222,0.3689839572192513
z3,404759,0.37076648841354726
z3,410081,0.37254901960784315
z3,412171,0.37433155080213903
z3,412262,0.3761140819964349
z3,414295,0.3778966131907308
z3,416295,0.37967914438502676
z3,416843,0.38146167557932265
z3,419653,0.38324420677361853
z3,421220,0.3850267379679144
z3,421642,0.3868092691622103
z3,424538,0.38859180035650626
z3,427567,0.39037433155080214
z3,430181,0.39215686274509803
z3,447367,0.3939393939393939
z3,453546,0.39572192513368987
z3,455451,0.39750445632798576
z3,456242,0.39928698752228164
z3,458064,0.40106951871657753
z3,458979,0.4028520499108734
z3,470008,0.40463458110516937
z3,473229,0.40641711229946526
z3,473779,0.40819964349376114
z3,477879,0.40998217468805703
z3,478764,0.4117647058823529
z3,481040,0.41354723707664887
z3,482584,0.41532976827094475
z3,483881,0.41711229946524064
z3,486909,0.41889483065953653
z3,494178,0.4206773618538324
z3,497339,0.42245989304812837
z3,499150,0.42424242424242425
z3,503441,0.42602495543672014
z3,505344,0.42780748663101603
z3,507748,0.4295900178253119
z3,514299,0.43137254901960786
z3,518247,0.43315508021390375
z3,518738,0.43493761140819964
z3,522888,0.43672014260249553
z3,525963,0.4385026737967914
z3,533407,0.44028520499108736
z3,533609,0.44206773618538325
z3,536729,0.44385026737967914
z3,537999,0.44563279857397503
z3,538345,0.4474153297682709
z3,538412,0.44919786096256686
z3,541015,0.45098039215686275
z3,543465,0.45276292335115864
z3,545406,0.45454545454545453
z3,546672,0.4563279857397504
z3,548468,0.45811051693404636
z3,550486,0.45989304812834225
z3,551482,0.46167557932263814
z3,552773,0.46345811051693403
z3,558506,0.46524064171123
z3,564734,0.46702317290552586
z3,566279,0.46880570409982175
z3,566441,0.47058823529411764
z3,566570,0.47237076648841353
z3,571195,0.4741532976827095
z3,571731,0.47593582887700536
z3,574305,0.47771836007130125
z3,574993,0.47950089126559714
z3,575333,0.48128342245989303
z3,576191,0.483065953654189
z3,576656,0.48484848484848486
z3,577357,0.48663101604278075
z3,579245,0.48841354723707664
z3,582005,0.49019607843137253
z3,584638,0.4919786096256685
z3,584978,0.49376114081996436
z3,585298,0.49554367201426025
z3,589187,0.49732620320855614
z3,589231,0.49910873440285203
z3,591492,0.5008912655971479
z3,591791,0.5026737967914439
z3,593461,0.5044563279857398
z3,593581,0.5062388591800356
z3,593661,0.5080213903743316
z3,596672,0.5098039215686274
z3,596683,0.5115864527629234
z3,602352,0.5133689839572193
z3,602931,0.5151515151515151
z3,603479,0.5169340463458111
z3,606966,0.5187165775401069
z3,608325,0.5204991087344029
z3,609010,0.5222816399286988
z3,611940,0.5240641711229946
z3,613099,0.5258467023172906
z3,618923,0.5276292335115864
z3,624694,0.5294117647058824
z3,627341,0.5311942959001783
z3,631140,0.5329768270944741
z3,631211,0.5347593582887701
z3,635710,0.5365418894830659
z3,638637,0.5383244206773619
z3,639804,0.5401069518716578
z3,644884,0.5418894830659536
z3,649534,0.5436720142602496
z3,652290,0.5454545454545454
z3,652435,0.5472370766488414
z3,653958,0.5490196078431373
z3,656650,0.5508021390374331
z3,661387,0.5525846702317291
z3,667672,0.5543672014260249
z3,669404,0.5561497326203209
z3,672689,0.5579322638146168
z3,678087,0.5597147950089126
z3,680322,0.5614973262032086
z3,682003,0.5632798573975044
z3,682792,0.5650623885918004
z3,683279,0.5668449197860963
z3,685448,0.5686274509803921
z3,687517,0.5704099821746881
z3,690444,0.5721925133689839
z3,693237,0.5739750445632799
z3,694420,0.5757575757575758
z3,698238,0.5775401069518716
z3,704556,0.5793226381461676
z3,715428,0.5811051693404634
z3,716536,0.5828877005347594
z3,716676,0.5846702317290553
z3,717599,0.5864527629233511
z3,719784,0.5882352941176471
z3,721295,0.5900178253119429
z3,721429,0.5918003565062389
z3,723182,0.5935828877005348
z3,724309,0.5953654188948306
z3,726518,0.5971479500891266
z3,727954,0.5989304812834224
z3,728393,0.6007130124777184
z3,728455,0.6024955436720143
z3,728914,0.6042780748663101
z3,731156,0.6060606060606061
z3,731210,0.6078431372549019
z3,732333,0.6096256684491979
z3,732921,0.6114081996434938
z3,735096,0.6131907308377896
z3,737022,0.6149732620320856
z3,737185,0.6167557932263814
z3,740483,0.6185383244206774
z3,744794,0.6203208556149733
z3,750543,0.6221033868092691
z3,751157,0.6238859180035651
z3,756089,0.6256684491978609
z3,756786,0.6274509803921569
z3,763249,0.6292335115864528
z3,768110,0.6310160427807486
z3,772125,0.6327985739750446
z3,773776,0.6345811051693404
z3,777818,0.6363636363636364
z3,780323,0.6381461675579323
z3,783231,0.6399286987522281
z3,794287,0.6417112299465241
z3,810794,0.64349376114082
z3,1445947,0.6452762923351159
z3,1453904,0.6470588235294118
z3,1459043,0.6488413547237076
z3,1466573,0.6506238859180036
z3,1499018,0.6524064171122995
z3,1499434,0.6541889483065954
z3,1500073,0.6559714795008913
z3,1516737,0.6577540106951871
z3,1519075,0.6595365418894831
z3,1522353,0.661319073083779
z3,1531890,0.6631016042780749
z3,1539238,0.6648841354723708
z3,1542153,0.6666666666666666
z3,1542522,0.6684491978609626
z3,1547096,0.6702317290552585
z3,1550558,0.6720142602495544
z3,1551272,0.6737967914438503
z3,1551480,0.6755793226381461
z3,1552471,0.6773618538324421
z3,1555325,0.679144385026738
z3,1560538,0.6809269162210339
z3,1565583,0.6827094474153298
z3,1567871,0.6844919786096256
z3,1568452,0.6862745098039216
z3,1568703,0.6880570409982175
z3,1571024,0.6898395721925134
z3,1575015,0.6916221033868093
z3,1578861,0.6934046345811051
z3,1578874,0.6951871657754011
z3,1579612,0.696969696969697
z3,1581830,0.6987522281639929
z3,1584351,0.7005347593582888
z3,1584732,0.7023172905525846
z3,1589119,0.7040998217468806
z3,1589228,0.7058823529411765
z3,1594964,0.7076648841354723
z3,1595595,0.7094474153297683
z3,1597083,0.7112299465240641
z3,1598896,0.7130124777183601
z3,1600874,0.714795008912656
z3,1603298,0.7165775401069518
z3,1617311,0.7183600713012478
z3,1621681,0.7201426024955436
z3,1621736,0.7219251336898396
z3,1622831,0.7237076648841355
z3,1624590,0.7254901960784313
z3,1626705,0.7272727272727273
z3,1633990,0.7290552584670231
z3,1634059,0.7308377896613191
z3,1636880,0.732620320855615
z3,1640898,0.7344028520499108
z3,1642091,0.7361853832442068
z3,1642297,0.7379679144385026
z3,1644583,0.7397504456327986
z3,1644630,0.7415329768270945
z3,1645049,0.7433155080213903
z3,1645502,0.7450980392156863
z3,1647239,0.7468805704099821
z3,1648371,0.7486631016042781
z3,1648913,0.750445632798574
z3,1653223,0.7522281639928698
z3,1655329,0.7540106951871658
z3,1655924,0.7557932263814616
z3,1658289,0.7575757575757576
z3,1658690,0.7593582887700535
z3,1660234,0.7611408199643493
z3,1660978,0.7629233511586453
z3,1662330,0.7647058823529411
z3,1666591,0.7664884135472371
z3,1667037,0.768270944741533
z3,1667511,0.7700534759358288
z3,1668329,0.7718360071301248
z3,1668934,0.7736185383244206
z3,1670119,0.7754010695187166
z3,1673472,0.7771836007130125
z3,1673876,0.7789661319073083
z3,1678765,0.7807486631016043
z3,1679135,0.7825311942959001
z3,1680403,0.7843137254901961
z3,1681006,0.786096256684492
z3,1681908,0.7878787878787878
z3,1687354,0.7896613190730838
z3,1693702,0.7914438502673797
z3,1700431,0.7932263814616756
z3,1701102,0.7950089126559715
z3,1702019,0.7967914438502673
z3,1702522,0.7985739750445633
z3,1707962,0.8003565062388592
z3,1708217,0.8021390374331551
z3,1709724,0.803921568627451
z3,1714303,0.8057040998217468
z3,1714697,0.8074866310160428
z3,1715308,0.8092691622103387
z3,1716758,0.8110516934046346
z3,1718956,0.8128342245989305
z3,1720397,0.8146167557932263
z3,1720460,0.8163992869875223
z3,1723228,0.8181818181818182
z3,1723234,0.8199643493761141
z3,1725680,0.82174688057041
z3,1727231,0.8235294117647058
z3,1733019,0.8253119429590018
z3,1736748,0.8270944741532977
z3,1740369,0.8288770053475936
z3,1741059,0.8306595365418895
z3,1745747,0.8324420677361853
z3,1750292,0.8342245989304813
z3,1751466,0.8360071301247772
z3,1756224,0.8377896613190731
z3,1759973,0.839572192513369
z3,1766443,0.8413547237076648
z3,1772819,0.8431372549019608
z3,1776800,0.8449197860962567
z3,1784119,0.8467023172905526
z3,1785073,0.8484848484848485
z3,1788828,0.8502673796791443
z3,1789098,0.8520499108734403
z3,1793372,0.8538324420677362
z3,1794784,0.8556149732620321
z3,1802331,0.857397504456328
z3,1804821,0.8591800356506238
z3,1805081,0.8609625668449198
z3,1810189,0.8627450980392157
z3,1811141,0.8645276292335116
z3,1816129,0.8663101604278075
z3,1822804,0.8680926916221033
z3,1823231,0.8698752228163993
z3,1823845,0.8716577540106952
z3,1825301,0.8734402852049911
z3,1829345,0.875222816399287
z3,1842312,0.8770053475935828
z3,1845386,0.8787878787878788
z3,1855828,0.8805704099821747
z3,1856597,0.8823529411764706
z3,1875816,0.8841354723707665
z3,1880124,0.8859180035650623
z3,1883119,0.8877005347593583
z3,1887942,0.8894830659536542
z3,1891249,0.8912655971479501
z3,1897608,0.893048128342246
z3,1901263,0.8948306595365418
z3,1903438,0.8966131907308378
z3,1903524,0.8983957219251337
z3,1904805,0.9001782531194296
z3,1907908,0.9019607843137255
z3,1909444,0.9037433155080213
z3,1910118,0.9055258467023173
z3,1910603,0.9073083778966132
z3,1925697,0.9090909090909091
z3,1935338,0.910873440285205
z3,1942724,0.9126559714795008
z3,1947687,0.9144385026737968
z3,1951283,0.9162210338680927
z3,1954476,0.9180035650623886
z3,1955631,0.9197860962566845
z3,1958850,0.9215686274509803
z3,1959526,0.9233511586452763
z3,1977448,0.9251336898395722
z3,1983478,0.9269162210338681
z3,1990397,0.928698752228164
z3,1991087,0.93048128342246
z3,1995184,0.9322638146167558
z3,1999546,0.9340463458110517
z3,2007834,0.9358288770053476
z3,2010724,0.9376114081996435
z3,2012315,0.9393939393939394
z3,2014596,0.9411764705882353
z3,2015658,0.9429590017825312
z3,2024060,0.9447415329768271
z3,2025087,0.946524064171123
z3,2031276,0.948306595365419
z3,2040935,0.9500891265597148
z3,2044980,0.9518716577540107
z3,2051060,0.9536541889483066
z3,2055405,0.9554367201426025
z3,2058766,0.9572192513368984
z3,2061793,0.9590017825311943
z3,2065973,0.9607843137254902
z3,2067565,0.9625668449197861
z3,2070331,0.964349376114082
z3,2073044,0.966131907308378
z3,2079365,0.9679144385026738
z3,2080108,0.9696969696969697
z3,2086472,0.9714795008912656
z3,2094558,0.9732620320855615
z3,2113965,0.9750445632798574
z3,2114407,0.9768270944741533
z3,2116803,0.9786096256684492
z3,2123149,0.9803921568627451
z3,2137364,0.982174688057041
z3,2175926,0.983957219251337
z3,2232387,0.9857397504456328
z3,2493450,0.9875222816399287
z3,3124706,0.9893048128342246
z3,3486287,0.9910873440285205
z3,3546030,0.9928698752228164
z3,3600056,0.9946524064171123
z3,3863166,0.9964349376114082
z3,4343471,0.9982174688057041
z3,7174888,1.0
axeyum,5317,0.0017825311942959
axeyum,5954,0.0035650623885918
axeyum,6358,0.0053475935828877
axeyum,6540,0.0071301247771836
axeyum,6569,0.008912655971479501
axeyum,7474,0.0106951871657754
axeyum,7534,0.012477718360071301
axeyum,7857,0.0142602495543672
axeyum,8784,0.016042780748663103
axeyum,9829,0.017825311942959002
axeyum,10029,0.0196078431372549
axeyum,10687,0.0213903743315508
axeyum,10795,0.023172905525846704
axeyum,10918,0.024955436720142603
axeyum,12314,0.026737967914438502
axeyum,12316,0.0285204991087344
axeyum,12515,0.030303030303030304
axeyum,12553,0.03208556149732621
axeyum,12562,0.0338680926916221
axeyum,12872,0.035650623885918005
axeyum,13048,0.0374331550802139
axeyum,13588,0.0392156862745098
axeyum,13686,0.040998217468805706
axeyum,13717,0.0427807486631016
axeyum,13861,0.044563279857397504
axeyum,14212,0.04634581105169341
